date,tavg,prcp,wdir,wspd,wpgt,pres
2021-05-18,6.0,0.3,87.7,7.2,,1021.5
2021-05-19,5.0,1.0,149.2,7.7,,1024.1
2021-05-20,5.4,0.5,254.6,6.1,,1020.2
2021-05-21,5.1,0.0,329.2,9.6,,1014.5
2021-05-22,5.2,3.3,96.4,11.3,,1004.7
2021-05-23,7.4,2.5,58.6,7.3,,1004.6
2021-05-24,7.2,4.6,144.3,10.9,,1014.5
2021-05-25,8.3,0.0,129.4,17.2,,1022.7
2021-05-26,9.4,0.0,124.0,20.0,,1024.0
2021-05-27,8.9,0.0,112.1,11.7,,1018.9
2021-05-28,10.0,11.4,111.7,32.9,,1007.2
2021-05-29,8.7,17.1,153.6,28.3,,1009.8
2021-05-30,8.5,34.2,156.7,22.7,,1004.4
2021-05-31,8.1,2.6,154.2,19.3,,1006.5
2021-06-01,7.9,2.6,157.9,16.4,,1001.2
2021-06-02,8.0,1.6,185.7,11.9,,1008.3
2021-06-03,7.4,3.3,109.7,16.1,,1011.1
2021-06-04,10.0,4.7,127.9,14.2,,1007.3
2021-06-05,9.9,3.8,115.0,15.9,,1010.3
2021-06-06,9.5,4.3,91.6,10.1,,1006.2
2021-06-07,9.0,4.6,187.6,10.2,,1004.4
2021-06-08,9.3,1.3,225.0,5.1,,1005.4
2021-06-09,9.8,5.5,114.2,12.5,,995.0
2021-06-10,8.5,6.8,93.3,13.1,,982.5
2021-06-11,6.8,0.0,348.6,19.5,,995.8
2021-06-12,7.4,0.9,42.0,14.2,,1011.4
2021-06-13,6.7,9.9,55.1,15.6,,999.3
2021-06-14,7.0,0.4,14.1,10.1,,1008.9
2021-06-15,7.5,0.0,64.8,16.2,,1007.4
2021-06-16,6.7,0.0,11.9,14.8,,1003.9
2021-06-17,6.4,0.7,345.8,9.0,,1008.2
2021-06-18,6.8,5.8,339.4,5.2,,1009.4
2021-06-19,7.4,3.8,341.9,11.9,,1012.7
2021-06-20,7.6,0.3,303.3,15.1,,1017.4
2021-06-21,8.5,18.1,168.8,17.9,,1008.6
2021-06-22,7.7,3.3,267.5,13.7,,1005.1
2021-06-23,10.0,0.0,354.0,13.3,,1019.6
2021-06-24,9.9,0.1,224.1,7.0,,1027.8
2021-06-25,10.0,4.0,187.8,18.7,,1018.7
2021-06-26,11.1,0.0,236.4,14.4,,1012.9
2021-06-27,9.8,0.0,209.5,9.6,,1011.9
2021-06-28,9.5,0.0,283.6,5.4,,1014.5
2021-06-29,12.6,0.0,167.4,15.1,,1016.1
2021-06-30,11.2,1.0,191.5,15.5,,1016.2
2021-07-01,11.5,0.4,212.2,9.4,,1019.6
2021-07-02,12.7,0.0,312.1,5.7,,1019.7
2021-07-03,12.3,0.0,261.1,5.9,,1014.1
2021-07-04,11.8,0.2,217.2,6.1,,1008.0
2021-07-05,10.4,0.5,293.6,6.2,,1008.5
2021-07-06,10.8,0.1,174.1,10.4,,1006.1
2021-07-07,10.4,0.0,205.8,8.9,,1007.9
2021-07-08,11.5,0.5,183.3,12.2,,1012.0
2021-07-09,13.3,0.5,140.9,14.4,,1014.1
2021-07-10,13.4,0.1,128.0,14.5,,1015.1
2021-07-11,13.1,0.3,122.0,9.5,,1015.7
2021-07-12,12.3,3.5,140.9,17.8,,1008.4
2021-07-13,10.5,2.1,175.0,18.1,,1008.6
2021-07-14,9.7,7.1,211.7,17.8,,1003.4
2021-07-15,10.4,1.7,176.3,18.3,,1004.0
2021-07-16,10.4,4.3,238.8,13.1,,1000.4
2021-07-17,9.9,0.1,293.7,7.7,,1015.8
2021-07-18,8.8,0.0,292.7,5.5,,1019.5
2021-07-19,9.9,0.0,282.3,6.0,,1018.3
2021-07-20,11.1,0.9,261.4,8.1,,1020.0
2021-07-21,12.1,0.7,220.9,11.2,,1019.9
2021-07-22,13.3,1.2,148.4,15.6,,1016.8
2021-07-23,13.4,8.9,151.1,15.7,,1008.3
2021-07-24,11.8,6.3,180.0,14.5,,1003.0
2021-07-25,10.2,9.9,167.1,21.5,,1001.0
2021-07-26,10.2,10.2,154.3,15.9,,1003.9
2021-07-27,12.1,1.2,15.8,10.3,,1011.4
2021-07-28,13.8,0.0,9.9,7.1,,1011.9
2021-07-29,15.6,0.8,344.0,6.0,,1012.3
2021-07-30,15.5,0.0,253.7,4.7,,1014.5
2021-07-31,13.4,1.5,227.3,5.3,,1014.4
2021-08-01,12.5,2.3,231.2,5.3,,1012.3
2021-08-02,12.0,0.5,186.5,5.1,,1008.5
2021-08-03,12.7,2.0,129.5,8.8,,1003.1
2021-08-04,12.7,4.1,137.9,5.7,,1002.5
2021-08-05,13.3,8.4,1.8,5.6,,1003.9
2021-08-06,12.3,0.4,266.3,5.0,,1005.7
2021-08-07,12.7,6.3,204.9,3.6,,1006.3
2021-08-08,14.4,0.0,135.0,6.0,,1009.8
2021-08-09,15.3,0.0,131.7,13.4,,1010.7
2021-08-10,14.6,0.0,96.9,7.4,,1011.5
2021-08-11,11.9,1.3,246.4,6.3,,1010.1
2021-08-12,13.3,0.0,319.4,7.6,,1008.6
2021-08-13,12.8,0.0,318.9,5.8,,1011.3
2021-08-14,12.1,0.0,279.4,11.7,,1015.7
2021-08-15,11.2,1.6,265.8,11.9,,1010.8
2021-08-16,11.3,0.0,257.7,9.0,,1008.9
2021-08-17,11.8,2.8,265.1,13.0,,1013.4
2021-08-18,13.2,0.7,168.1,5.7,,1016.1
2021-08-19,12.6,0.1,130.9,7.4,,1014.2
2021-08-20,11.7,0.1,124.7,9.4,,1014.2
2021-08-21,11.3,4.3,88.8,8.4,,1013.8
2021-08-22,12.9,2.2,115.9,14.2,,1014.8
2021-08-23,15.0,4.5,137.6,22.4,,1014.2
2021-08-24,16.0,5.1,136.1,21.6,,1020.8
2021-08-25,14.4,3.4,138.2,21.3,,1023.1
2021-08-26,13.0,10.5,161.2,16.7,,1018.3
2021-08-27,13.0,14.6,157.6,25.6,,1013.0
2021-08-28,10.6,0.5,197.3,17.1,,1020.3
2021-08-29,11.3,4.3,200.0,14.7,,1023.9
2021-08-30,11.9,7.0,202.8,13.9,,1025.5
2021-08-31,12.5,1.7,193.8,13.2,,1032.3
2021-09-01,12.6,1.1,179.1,12.9,,1031.6
