,Date,tavg,prcp,wdir,wspd,wpgt,pres
514,2020-04-25,10.9,0.0,96.5,10.3,22.2,1015.2
515,2020-04-26,11.6,0.0,168.5,7.5,20.4,1012.3
516,2020-04-27,12.2,0.0,247.3,8.3,24.1,1007.6
517,2020-04-28,8.2,14.9,50.2,16.5,35.2,1004.5
518,2020-04-29,9.2,2.4,191.0,12.8,35.2,1002.0
519,2020-04-30,8.8,6.8,217.0,20.2,38.9,995.5
520,2020-05-01,9.8,0.9,255.0,18.8,40.8,999.3
521,2020-05-02,9.9,0.0,269.1,14.4,33.3,1009.8
522,2020-05-03,11.0,0.0,163.1,8.0,20.4,1016.4
523,2020-05-04,10.9,0.0,68.4,11.9,29.6,1019.2
524,2020-05-05,9.0,0.0,75.2,19.9,38.9,1021.2
525,2020-05-06,9.6,0.0,73.9,12.8,25.9,1025.5
526,2020-05-07,13.0,0.0,143.0,9.1,24.1,1023.0
527,2020-05-08,16.0,0.0,176.8,6.6,18.5,1018.1
528,2020-05-09,16.7,0.0,78.3,10.3,27.8,1012.8
529,2020-05-10,12.1,0.0,28.2,21.7,51.8,1010.1
530,2020-05-11,7.0,0.0,28.5,27.9,53.7,1019.6
531,2020-05-12,7.6,0.0,324.1,8.5,24.1,1021.2
532,2020-05-13,7.5,0.0,11.5,16.1,38.9,1017.4
533,2020-05-14,6.8,0.0,31.5,14.5,31.5,1023.0
534,2020-05-15,9.9,0.0,333.2,7.9,24.1,1023.9
535,2020-05-16,10.5,0.0,297.9,9.3,25.9,1024.4
536,2020-05-17,12.4,0.0,259.4,9.8,29.6,1023.8
537,2020-05-18,14.8,0.0,257.0,14.9,35.2,1023.5
538,2020-05-19,16.5,0.0,269.1,11.1,25.9,1023.1
539,2020-05-20,18.5,0.0,221.4,9.4,27.8,1021.6
540,2020-05-21,19.2,0.0,207.7,9.3,24.1,1019.2
541,2020-05-22,16.8,0.0,224.1,21.7,51.8,1015.2
542,2020-05-23,13.1,0.0,250.2,25.5,59.3,1021.9
543,2020-05-24,14.1,0.0,277.5,17.9,37.0,1029.6
544,2020-05-25,16.7,0.0,273.3,8.1,24.1,1034.4
545,2020-05-26,17.3,0.0,302.5,8.2,24.1,1035.4
546,2020-05-27,17.8,0.0,74.0,7.9,25.9,1035.4
547,2020-05-28,15.0,0.0,83.7,13.2,31.5,1034.3
548,2020-05-29,15.0,0.0,82.8,13.3,29.6,1028.3
549,2020-05-30,15.7,0.0,70.1,14.1,33.3,1023.7
550,2020-05-31,16.7,0.0,71.2,16.2,37.0,1022.8
551,2020-06-01,16.7,0.0,53.4,14.6,29.6,1022.9
552,2020-06-02,16.6,0.0,6.0,11.8,25.9,1019.4
553,2020-06-03,14.3,2.9,34.8,11.5,29.6,1009.1
554,2020-06-04,11.5,2.1,328.6,17.3,33.3,1003.7
555,2020-06-05,11.2,3.6,285.2,20.2,46.3,997.1
556,2020-06-06,9.5,3.2,265.1,22.5,51.8,999.1
557,2020-06-07,11.5,1.7,307.2,12.4,27.8,1008.3
558,2020-06-08,11.1,0.1,6.0,13.8,29.6,1018.5
559,2020-06-09,11.9,0.0,70.1,6.2,18.5,1020.4
560,2020-06-10,11.9,6.7,172.4,8.7,22.2,1015.6
561,2020-06-11,13.0,2.6,56.4,17.0,37.0,1011.8
562,2020-06-12,15.0,3.2,71.1,17.8,38.9,1006.1
563,2020-06-13,16.8,0.0,111.3,14.1,37.0,1008.5
564,2020-06-14,16.6,0.0,160.7,10.7,27.8,1013.9
565,2020-06-15,16.5,0.0,222.6,8.6,22.2,1016.2
566,2020-06-16,16.4,0.0,187.2,8.9,22.2,1014.4
567,2020-06-17,16.1,4.3,130.6,7.2,22.2,1012.7
568,2020-06-18,14.9,12.4,264.5,10.2,27.8,1010.2
569,2020-06-19,14.5,2.9,212.1,15.7,37.0,1013.8
570,2020-06-20,15.3,0.0,207.0,12.8,29.6,1019.2
571,2020-06-21,16.1,1.3,223.2,17.3,38.9,1017.0
572,2020-06-22,15.0,0.0,227.0,13.6,31.5,1024.4
573,2020-06-23,19.0,0.0,169.0,11.4,27.8,1023.8
574,2020-06-24,22.2,0.0,99.5,14.7,35.2,1020.5
575,2020-06-25,23.1,0.0,92.0,15.2,35.2,1016.0
576,2020-06-26,20.8,0.0,207.4,12.7,35.2,1009.3
577,2020-06-27,16.3,6.2,203.8,19.7,51.8,1005.5
578,2020-06-28,15.0,0.0,237.5,24.3,53.7,1009.3
579,2020-06-29,14.4,0.0,244.9,25.0,55.5,1009.6
580,2020-06-30,14.6,1.3,239.5,16.8,33.3,1007.3
581,2020-07-01,16.6,0.7,243.0,17.7,37.0,1005.4
582,2020-07-02,15.3,0.8,260.6,14.1,31.5,1010.7
583,2020-07-03,14.9,1.9,247.3,21.2,50.0,1015.5
584,2020-07-04,17.2,1.8,235.0,26.1,50.0,1011.1
585,2020-07-05,17.3,0.0,254.7,29.1,51.8,1010.7
586,2020-07-06,14.3,0.0,288.1,20.5,40.8,1018.3
587,2020-07-07,14.2,3.0,262.1,12.3,33.3,1020.2
588,2020-07-08,15.5,15.7,253.7,13.3,25.9,1014.7
589,2020-07-09,16.3,7.9,252.4,16.7,35.2,1012.1
590,2020-07-10,14.2,1.8,324.7,17.1,35.2,1017.1
591,2020-07-11,13.5,0.0,325.1,11.9,27.8,1026.2
592,2020-07-12,15.7,0.0,284.4,6.4,20.4,1028.3
593,2020-07-13,16.7,3.7,242.3,12.8,33.3,1023.4
594,2020-07-14,15.9,1.5,311.3,11.3,27.8,1016.6
595,2020-07-15,14.6,0.8,295.6,10.3,24.1,1015.9
596,2020-07-16,16.9,0.0,302.8,13.4,29.6,1019.4
597,2020-07-17,19.8,0.0,274.6,10.5,29.6,1020.5
598,2020-07-18,17.9,0.0,267.7,13.2,31.5,1018.5
599,2020-07-19,16.0,2.6,340.9,9.9,24.1,1017.7
600,2020-07-20,15.0,0.0,353.8,11.2,25.9,1022.9
601,2020-07-21,14.7,0.0,0.5,8.6,22.2,1026.0
602,2020-07-22,17.2,0.0,209.5,10.3,29.6,1023.6
603,2020-07-23,17.1,0.0,241.1,14.6,35.2,1016.4
604,2020-07-24,18.2,0.2,257.9,14.0,31.5,1012.4
605,2020-07-25,17.5,8.8,222.1,17.8,38.9,1007.8
606,2020-07-26,16.5,0.0,247.7,18.5,42.6,1009.8
607,2020-07-27,17.0,3.1,208.4,19.4,48.2,1007.9
608,2020-07-28,15.5,0.0,277.5,17.7,40.8,1013.6
609,2020-07-29,15.2,0.0,256.7,10.5,27.8,1020.1
610,2020-07-30,19.3,0.0,183.5,9.6,25.9,1018.5
611,2020-07-31,23.6,0.0,147.2,15.1,37.0,1012.3
612,2020-08-01,19.4,0.0,261.9,15.5,33.3,1014.8
613,2020-08-02,16.5,0.0,273.6,14.3,33.3,1016.2
614,2020-08-03,15.9,0.0,332.1,12.3,31.5,1015.6
615,2020-08-04,16.0,0.0,243.6,12.5,37.0,1016.0
616,2020-08-05,18.5,0.0,213.6,19.2,42.6,1012.9
617,2020-08-06,20.7,0.0,203.1,12.2,25.9,1016.8
618,2020-08-07,24.3,0.0,132.0,8.6,25.9,1018.2
619,2020-08-08,24.9,0.0,41.4,12.7,31.5,1018.9
620,2020-08-09,23.5,0.0,53.8,16.6,35.2,1017.7
621,2020-08-10,24.5,0.0,76.6,14.7,35.2,1014.2
622,2020-08-11,25.1,0.0,97.2,9.0,25.9,1014.6
623,2020-08-12,25.4,0.0,86.1,10.1,29.6,1013.4
624,2020-08-13,21.6,7.9,27.7,11.5,29.6,1012.4
625,2020-08-14,18.9,9.4,352.6,11.9,24.1,1013.0
626,2020-08-15,18.8,7.7,27.1,10.9,24.1,1014.5
627,2020-08-16,19.4,4.3,122.2,8.3,20.4,1011.0
628,2020-08-17,17.3,1.4,218.1,9.6,24.1,1008.2
629,2020-08-18,17.4,1.5,216.7,13.4,29.6,1008.9
630,2020-08-19,17.7,12.5,161.0,14.4,37.0,1004.0
631,2020-08-20,19.2,3.1,200.8,15.7,35.2,1002.5
632,2020-08-21,19.0,0.0,208.8,28.0,63.0,1003.2
633,2020-08-22,17.2,0.0,236.8,23.6,48.2,1011.3
634,2020-08-23,16.1,0.0,260.5,18.8,33.3,1015.7
635,2020-08-24,15.3,0.1,249.8,13.4,27.8,1015.5
636,2020-08-25,16.9,12.2,206.2,28.6,68.5,1002.8
637,2020-08-26,16.8,0.0,272.4,27.9,63.0,1010.6
638,2020-08-27,14.3,8.5,219.3,9.3,24.1,1012.2
639,2020-08-28,13.2,13.5,291.9,11.6,42.6,1001.1
640,2020-08-29,11.9,7.1,337.5,26.5,48.2,1007.8
641,2020-08-30,12.4,1.7,353.2,20.9,42.6,1016.9
642,2020-08-31,12.2,0.0,354.9,7.2,18.5,1022.0
643,2020-09-01,13.2,0.0,61.3,5.5,16.7,1021.1
644,2020-09-02,14.3,2.5,199.6,10.0,27.8,1019.2
645,2020-09-03,17.1,1.4,236.0,20.2,40.8,1015.8
646,2020-09-04,14.4,0.0,259.3,14.2,33.3,1020.7
647,2020-09-05,12.9,0.0,281.4,13.2,31.5,1021.1
648,2020-09-06,12.9,0.0,261.4,9.3,24.1,1020.9
649,2020-09-07,14.0,0.0,252.4,12.0,31.5,1023.1
650,2020-09-08,17.6,0.0,253.9,14.4,29.6,1024.4
651,2020-09-09,16.8,0.0,287.3,13.2,27.8,1023.3
652,2020-09-10,13.2,0.0,332.3,8.4,20.4,1023.4
653,2020-09-11,13.6,0.0,225.5,11.0,33.3,1017.2
654,2020-09-12,14.7,0.0,241.6,13.0,29.6,1019.2
655,2020-09-13,16.8,0.0,218.1,13.2,31.5,1023.3
656,2020-09-14,18.8,0.0,125.8,8.8,24.1,1021.9
657,2020-09-15,21.0,0.0,11.1,9.7,25.9,1018.3
658,2020-09-16,19.4,0.0,22.4,13.9,31.5,1023.2
659,2020-09-17,15.2,0.0,51.4,16.4,33.3,1028.5
660,2020-09-18,14.8,0.0,52.2,17.7,37.0,1023.1
661,2020-09-19,16.7,0.0,46.6,19.6,38.9,1017.6
662,2020-09-20,17.1,0.0,36.5,16.7,33.3,1018.4
663,2020-09-21,16.1,0.0,352.9,8.5,22.2,1017.7
664,2020-09-22,17.4,0.0,227.6,11.6,37.0,1010.0
665,2020-09-23,15.0,8.2,221.9,15.1,31.5,1000.9
666,2020-09-24,10.8,3.3,216.3,15.4,38.9,996.7
667,2020-09-25,9.3,2.7,314.9,25.9,64.8,1000.9
668,2020-09-26,8.4,1.3,317.0,26.9,51.8,1010.5
669,2020-09-27,10.8,0.1,329.4,26.2,48.2,1011.6
670,2020-09-28,12.0,0.1,299.5,13.7,29.6,1013.4
671,2020-09-29,13.8,1.0,270.3,8.9,24.1,1015.1
672,2020-09-30,13.3,8.7,188.6,14.5,37.0,1008.3
673,2020-10-01,11.5,2.4,238.2,11.8,29.6,998.0
674,2020-10-02,11.4,31.7,68.5,19.8,40.8,988.7
675,2020-10-03,12.5,32.2,129.8,14.1,38.9,986.2
676,2020-10-04,9.6,25.3,223.8,19.8,42.6,982.0
677,2020-10-05,11.3,0.9,260.3,17.4,37.0,994.2
678,2020-10-06,12.0,2.5,253.1,20.4,46.3,998.0
679,2020-10-07,11.5,1.7,259.3,17.4,40.8,1012.0
680,2020-10-08,13.7,7.4,254.4,18.9,46.3,1011.5
681,2020-10-09,8.6,1.4,259.2,10.8,35.2,1018.7
682,2020-10-10,7.9,1.3,277.7,16.0,40.8,1022.0
683,2020-10-11,8.7,0.0,318.5,13.5,33.3,1024.8
684,2020-10-12,8.3,3.7,224.1,7.9,22.2,1020.0
685,2020-10-13,7.7,3.3,337.0,13.5,29.6,1010.6
686,2020-10-14,9.3,1.1,28.1,16.6,35.2,1020.1
687,2020-10-15,8.3,0.0,6.7,15.5,37.0,1024.5
688,2020-10-16,8.2,0.0,14.7,9.9,24.1,1024.9
689,2020-10-17,8.9,0.0,351.6,7.9,18.5,1022.8
690,2020-10-18,8.7,0.0,290.6,6.1,16.7,1023.9
691,2020-10-19,10.2,0.0,159.0,12.5,33.3,1016.2
692,2020-10-20,13.7,2.1,176.4,17.1,37.0,1002.2
693,2020-10-21,13.6,20.9,186.9,14.4,35.2,997.2
694,2020-10-22,12.4,0.0,228.7,16.6,37.0,1008.0
695,2020-10-23,11.3,0.0,218.7,12.7,33.3,1008.7
696,2020-10-24,11.6,8.7,200.2,21.1,51.8,1003.1
697,2020-10-25,9.9,1.8,214.3,17.0,37.0,996.3
698,2020-10-26,8.5,0.0,232.6,14.4,37.0,997.4
699,2020-10-27,8.7,5.5,212.7,16.1,35.2,998.3
700,2020-10-28,8.8,1.1,233.7,19.8,44.5,1002.7
701,2020-10-29,10.5,7.3,229.3,20.1,40.8,1011.9
702,2020-10-30,14.3,0.6,224.1,22.3,46.3,1016.2
703,2020-10-31,12.2,4.5,204.7,20.1,48.2,1012.1
704,2020-11-01,13.7,4.5,209.6,26.5,61.1,1003.6
705,2020-11-02,13.1,3.8,238.0,31.4,66.7,1005.4
706,2020-11-03,6.7,2.3,241.8,17.1,46.3,1019.0
707,2020-11-04,4.7,0.0,290.3,6.6,20.4,1033.3
708,2020-11-05,4.9,0.0,267.3,4.8,14.8,1038.4
709,2020-11-06,6.6,0.0,85.3,10.7,29.6,1029.7
710,2020-11-07,9.7,0.0,100.6,9.3,20.4,1020.4
711,2020-11-08,11.7,1.4,131.4,7.4,18.5,1018.6
712,2020-11-09,12.4,1.5,140.0,9.1,22.2,1019.6
713,2020-11-10,11.0,1.6,183.8,8.3,20.4,1023.3
714,2020-11-11,10.4,1.1,172.1,15.0,37.0,1018.3
715,2020-11-12,10.0,3.3,219.8,16.6,40.8,1013.2
716,2020-11-13,10.1,1.3,207.0,12.7,29.6,1012.1
717,2020-11-14,11.6,9.4,180.6,20.1,42.6,1007.3
718,2020-11-15,10.7,20.3,213.4,23.4,46.3,996.7
719,2020-11-16,9.6,0.9,244.0,21.6,38.9,1012.1
720,2020-11-17,12.0,0.0,222.8,19.9,38.9,1020.2
721,2020-11-18,11.1,0.5,210.5,20.5,40.8,1016.4
722,2020-11-19,6.2,1.4,287.3,19.3,46.3,1025.8
723,2020-11-20,5.4,0.5,216.8,12.1,29.6,1032.8
724,2020-11-21,10.1,0.0,232.6,19.3,40.8,1026.7
725,2020-11-22,8.3,0.4,266.7,9.0,27.8,1026.4
726,2020-11-23,5.8,0.0,206.2,8.1,22.2,1026.8
727,2020-11-24,9.0,0.0,186.4,14.4,29.6,1017.2
728,2020-11-25,8.9,1.2,213.0,11.1,24.1,1012.9
729,2020-11-26,4.5,0.0,15.2,7.2,16.7,1021.1
730,2020-11-27,3.5,0.0,45.2,10.0,20.4,1019.2
731,2020-11-28,7.5,0.0,79.4,10.4,22.2,1018.4
732,2020-11-29,6.0,0.0,25.3,7.3,18.5,1026.2
733,2020-11-30,6.6,0.6,264.0,14.8,35.2,1024.1
734,2020-12-01,4.0,0.0,327.3,15.7,31.5,1025.4
735,2020-12-02,3.3,0.5,270.1,8.6,20.4,1018.2
736,2020-12-03,4.2,11.0,192.4,10.3,27.8,990.3
737,2020-12-04,3.4,4.0,260.3,17.3,35.2,977.3
738,2020-12-05,3.5,0.0,106.6,13.8,27.8,991.5
739,2020-12-06,2.0,0.0,13.5,11.0,25.9,1001.8
740,2020-12-07,1.1,0.7,25.1,6.5,16.7,999.3
741,2020-12-08,1.2,0.1,270.9,6.1,18.5,1003.6
742,2020-12-09,3.7,3.6,231.1,11.2,25.9,1006.0
743,2020-12-10,5.8,1.2,137.3,14.7,27.8,999.4
744,2020-12-11,7.6,6.9,211.1,9.6,27.8,987.3
745,2020-12-12,5.9,1.1,286.7,13.3,33.3,999.1
746,2020-12-13,5.7,8.0,180.1,16.1,37.0,1002.5
747,2020-12-14,9.6,5.1,201.5,18.3,37.0,999.2
748,2020-12-15,7.7,0.1,191.7,12.7,27.8,1005.8
749,2020-12-16,7.9,3.5,167.6,16.8,37.0,1007.4
750,2020-12-17,7.5,0.0,209.5,14.4,33.3,1013.9
751,2020-12-18,10.3,0.6,187.2,23.6,42.6,1010.8
752,2020-12-19,9.2,4.9,194.1,20.2,38.9,1005.4
753,2020-12-20,7.1,0.0,215.4,16.3,37.0,1012.5
754,2020-12-21,10.2,12.1,198.4,20.5,42.6,1007.1
755,2020-12-22,9.9,5.5,232.2,13.2,46.3,1010.9
756,2020-12-23,9.5,19.2,188.3,10.8,29.6,1005.2
757,2020-12-24,3.8,3.3,339.1,24.4,42.6,1020.4
758,2020-12-25,0.8,0.0,305.3,15.1,38.9,1030.5
759,2020-12-26,5.7,0.0,232.6,23.2,64.8,1016.2
760,2020-12-27,5.6,10.4,234.4,23.4,70.4,977.5
761,2020-12-28,1.5,0.0,68.3,9.1,25.9,974.4
762,2020-12-29,1.2,0.2,310.3,11.4,24.1,989.8
763,2020-12-30,1.1,0.0,287.2,9.3,22.2,1002.5
764,2020-12-31,-0.8,0.0,322.2,8.5,22.2,1005.6
765,2021-01-01,-0.4,0.5,304.7,9.2,20.4,1011.8
766,2021-01-02,1.2,0.1,338.2,11.2,24.1,1016.2
767,2021-01-03,1.2,0.3,17.7,13.7,29.6,1017.7
768,2021-01-04,1.8,2.6,24.3,20.4,38.9,1019.8
769,2021-01-05,1.1,2.4,13.6,19.2,35.2,1020.4
770,2021-01-06,1.4,2.2,8.1,13.6,29.6,1019.9
771,2021-01-07,-1.3,0.0,305.2,10.1,22.2,1018.7
772,2021-01-08,-0.9,0.0,327.7,6.8,18.5,1018.8
773,2021-01-09,-0.6,0.0,349.9,7.2,18.5,1026.3
774,2021-01-10,0.2,0.0,260.1,9.1,20.4,1026.1
775,2021-01-11,4.1,0.7,248.1,20.1,40.8,1018.0
776,2021-01-12,5.5,5.0,304.3,15.7,44.5,1014.0
777,2021-01-13,3.8,4.1,260.8,8.8,20.4,1018.7
778,2021-01-14,4.2,20.5,86.1,13.9,33.3,1017.0
779,2021-01-15,0.5,0.0,18.2,8.3,24.1,1029.8
780,2021-01-16,3.6,6.7,218.2,16.4,35.2,1020.1
781,2021-01-17,3.7,0.0,290.1,15.6,33.3,1023.4
782,2021-01-18,4.1,2.7,230.2,14.4,35.2,1021.1
783,2021-01-19,9.5,6.4,229.6,28.2,48.2,1003.9
784,2021-01-20,9.5,10.0,202.9,30.2,53.7,988.0
785,2021-01-21,5.3,1.3,239.0,24.0,55.5,984.6
786,2021-01-22,2.5,1.3,238.8,10.2,24.1,992.1
787,2021-01-23,0.6,0.0,278.3,10.0,25.9,995.5
788,2021-01-24,-1.0,7.7,75.1,11.7,31.5,996.9
789,2021-01-25,-0.3,0.0,299.7,15.1,31.5,1009.5
790,2021-01-26,1.4,4.6,205.8,12.5,29.6,1015.5
791,2021-01-27,7.1,3.0,243.0,10.0,24.1,1011.0
792,2021-01-28,10.1,8.9,235.1,18.9,46.3,1002.0
793,2021-01-29,8.6,8.2,264.4,20.8,42.6,998.1
794,2021-01-30,4.1,12.4,84.4,19.6,42.6,997.6
795,2021-01-31,1.6,1.7,72.6,15.7,35.2,998.7
796,2021-02-01,2.9,0.8,21.2,10.9,25.9,996.9
797,2021-02-02,8.4,6.9,202.9,17.2,35.2,995.2
798,2021-02-03,7.3,4.0,240.6,13.7,33.3,996.8
799,2021-02-04,5.7,5.6,166.8,11.1,24.1,1008.7
800,2021-02-05,6.5,0.2,185.1,8.9,20.4,1008.4
801,2021-02-06,4.3,8.9,44.6,10.9,33.3,1006.8
802,2021-02-07,-0.0,5.0,16.3,26.2,48.2,1004.5
803,2021-02-08,-2.3,1.9,28.1,21.2,38.9,1003.9
804,2021-02-09,-2.9,0.1,46.3,14.3,29.6,1007.3
805,2021-02-10,-3.2,0.0,28.8,12.9,25.9,1015.9
806,2021-02-11,-3.8,0.0,89.8,11.6,27.8,1027.1
807,2021-02-12,-3.3,0.0,89.8,16.9,35.2,1030.5
808,2021-02-13,-3.7,0.0,122.7,17.4,35.2,1032.8
809,2021-02-14,0.5,2.6,154.8,20.4,37.0,1025.7
810,2021-02-15,7.6,3.1,198.9,15.3,31.5,1018.2
811,2021-02-16,8.3,3.1,209.6,18.1,35.2,1010.4
812,2021-02-17,8.6,3.5,203.5,21.4,38.9,1009.8
813,2021-02-18,7.4,2.7,212.0,20.2,40.8,1004.0
814,2021-02-19,7.5,0.8,183.4,19.4,38.9,1008.1
815,2021-02-20,11.1,0.0,177.8,21.8,42.6,1003.3
816,2021-02-21,10.7,0.5,164.0,12.0,29.6,1008.2
817,2021-02-22,8.9,1.0,192.7,9.6,24.1,1014.7
818,2021-02-23,9.1,0.0,186.5,19.9,44.5,1023.0
819,2021-02-24,11.6,0.0,195.7,20.7,38.9,1022.5
820,2021-02-25,8.8,0.3,265.1,11.0,29.6,1026.6
821,2021-02-26,5.2,0.0,296.0,7.3,20.4,1037.2
822,2021-02-27,5.9,0.0,15.2,7.3,18.5,1041.0
823,2021-02-28,5.3,0.0,59.8,11.6,25.9,1037.4
824,2021-03-01,5.4,0.0,66.8,13.9,27.8,1032.1
825,2021-03-02,5.4,0.0,54.7,10.2,22.2,1029.8
826,2021-03-03,6.1,1.4,95.3,7.5,16.7,1027.4
827,2021-03-04,4.5,3.2,19.6,13.0,25.9,1025.1
828,2021-03-05,2.5,0.0,32.7,13.7,29.6,1031.7
829,2021-03-06,1.8,0.0,48.2,9.0,22.2,1034.0
830,2021-03-07,1.5,0.0,0.1,7.4,18.5,1027.9
831,2021-03-08,3.4,0.0,263.3,7.7,20.4,1023.9
832,2021-03-09,5.7,0.0,259.3,11.8,27.8,1020.2
833,2021-03-10,7.1,9.7,205.0,27.2,59.3,1007.6
834,2021-03-11,8.4,2.0,247.8,37.0,66.7,995.9
835,2021-03-12,6.4,3.1,240.4,27.9,57.4,1001.8
836,2021-03-13,6.0,5.8,258.4,31.9,63.0,995.4
837,2021-03-14,6.2,0.8,280.4,24.2,44.5,1012.4
838,2021-03-15,7.9,0.0,313.1,17.4,37.0,1020.3
839,2021-03-16,8.3,1.0,310.2,16.0,37.0,1027.4
840,2021-03-17,6.0,0.0,343.2,14.1,27.8,1033.0
841,2021-03-18,5.6,2.9,346.3,15.5,31.5,1028.8
842,2021-03-19,6.3,0.4,29.3,15.8,31.5,1028.1
843,2021-03-20,5.5,0.0,332.9,8.9,22.2,1031.4
844,2021-03-21,7.2,0.0,6.3,13.1,29.6,1028.6
845,2021-03-22,7.0,0.0,254.9,8.2,22.2,1026.6
846,2021-03-23,6.7,0.0,216.7,12.5,31.5,1024.0
847,2021-03-24,7.3,0.0,219.8,12.1,29.6,1020.8
848,2021-03-25,7.5,0.0,221.9,15.6,37.0,1018.2
849,2021-03-26,7.8,3.0,218.8,21.9,44.5,1010.9
850,2021-03-27,6.4,0.0,248.9,22.4,42.6,1020.0
851,2021-03-28,10.6,0.0,,,,
852,2021-03-29,11.4,0.0,218.9,19.7,38.9,1026.4
853,2021-03-30,12.4,0.0,160.2,9.3,22.2,1027.7
854,2021-03-31,14.4,0.0,172.5,8.7,22.2,1020.9
855,2021-04-01,10.0,0.0,46.7,16.8,33.3,1024.3
856,2021-04-02,5.6,0.0,33.8,18.8,35.2,1029.8
857,2021-04-03,5.4,0.0,21.2,17.8,33.3,1032.0
858,2021-04-04,6.8,0.0,295.8,11.1,27.8,1025.9
859,2021-04-05,4.9,0.0,318.6,20.7,42.6,1018.0
860,2021-04-06,1.6,0.0,314.2,16.4,40.8,1020.8
861,2021-04-07,2.0,0.0,293.4,13.4,31.5,1023.8
862,2021-04-08,5.1,0.0,231.2,14.6,35.2,1021.8
863,2021-04-09,6.9,0.6,257.4,12.0,27.8,1013.8
864,2021-04-10,4.5,1.7,38.3,14.6,33.3,1013.5
865,2021-04-11,3.1,0.2,349.1,14.4,29.6,1019.2
866,2021-04-12,3.2,0.0,289.4,8.3,22.2,1028.5
867,2021-04-13,4.8,0.0,245.4,7.2,22.2,1032.7
868,2021-04-14,5.5,0.0,53.3,9.0,27.8,1032.9
869,2021-04-15,3.9,0.8,28.5,12.6,31.5,1033.5
870,2021-04-16,4.6,0.0,42.3,9.3,22.2,1031.6
871,2021-04-17,5.8,0.0,43.3,9.5,24.1,1029.6
872,2021-04-18,6.9,0.0,36.9,6.9,20.4,1025.7
873,2021-04-19,8.8,0.0,99.2,6.9,20.4,1021.8
874,2021-04-20,9.7,0.0,92.1,6.5,18.5,1018.3
875,2021-04-21,8.8,0.0,59.0,13.2,33.3,1020.9
876,2021-04-22,6.6,0.0,75.2,13.1,27.8,1027.2
877,2021-04-23,7.9,0.0,93.7,13.9,33.3,1028.9
878,2021-04-24,8.9,0.0,80.4,15.1,33.3,1027.9
879,2021-04-25,6.9,0.0,60.1,18.3,37.0,1028.7
880,2021-04-26,6.4,0.0,60.5,14.7,29.6,1022.0
881,2021-04-27,7.8,0.0,111.9,6.8,18.5,1011.1
882,2021-04-28,7.4,5.0,43.2,15.7,33.3,1006.4
883,2021-04-29,6.4,0.3,355.5,14.6,29.6,1011.3
884,2021-04-30,6.2,0.5,359.3,7.8,20.4,1015.2
885,2021-05-01,6.4,0.6,5.5,8.6,24.1,1016.5
886,2021-05-02,7.2,0.2,291.5,7.5,24.1,1020.3
887,2021-05-03,7.8,5.5,219.8,23.4,59.3,1013.2
888,2021-05-04,9.3,1.2,270.0,32.5,61.1,999.4
889,2021-05-05,6.7,1.7,278.9,14.2,29.6,1008.3
890,2021-05-06,6.2,0.7,265.9,9.7,27.8,1007.2
891,2021-05-07,7.7,0.0,262.3,13.7,29.6,1015.1
892,2021-05-08,10.6,12.2,181.1,19.9,46.3,1006.3
893,2021-05-09,14.8,1.7,193.1,17.7,37.0,997.7
894,2021-05-10,12.5,0.3,207.6,18.5,48.2,1000.2
895,2021-05-11,10.8,1.2,177.6,12.5,33.3,1007.3
896,2021-05-12,11.3,0.0,188.4,13.4,27.8,1008.7
897,2021-05-13,10.4,4.5,88.3,12.0,27.8,1006.3
898,2021-05-14,9.5,0.2,29.0,11.9,25.9,1008.9
899,2021-05-15,9.5,5.2,184.5,9.8,22.2,1001.4
900,2021-05-16,10.1,5.7,216.7,12.0,29.6,998.3
901,2021-05-17,10.7,8.3,294.9,12.5,27.8,1004.6
902,2021-05-18,10.1,2.1,255.0,12.1,29.6,1013.0
903,2021-05-19,10.4,2.9,287.3,12.5,31.5,1017.4
904,2021-05-20,9.7,1.1,207.0,19.8,55.5,1013.8
905,2021-05-21,10.6,4.6,231.5,36.7,68.5,997.0
906,2021-05-22,10.2,5.0,278.2,16.7,38.9,1002.4
907,2021-05-23,9.0,4.9,216.1,19.1,42.6,1008.5
908,2021-05-24,9.4,9.0,224.5,15.1,33.3,1003.1
909,2021-05-25,9.7,0.3,274.1,18.6,42.6,1013.1
910,2021-05-26,9.8,0.0,297.2,13.5,31.5,1014.6
911,2021-05-27,12.5,0.0,277.5,8.4,20.4,1020.2
912,2021-05-28,13.6,0.0,132.7,8.1,20.4,1023.4
913,2021-05-29,13.8,0.0,74.1,10.6,25.9,1026.8
914,2021-05-30,12.6,0.0,63.3,12.1,27.8,1027.8
915,2021-05-31,15.1,0.0,82.5,12.4,31.5,1021.9
916,2021-06-01,17.3,0.0,87.3,14.3,35.2,1015.8
917,2021-06-02,18.2,0.0,98.4,13.0,29.6,1013.1
918,2021-06-03,18.5,0.0,239.8,11.4,27.8,1018.1
919,2021-06-04,14.0,4.5,344.4,12.1,25.9,1022.6
920,2021-06-05,15.6,0.0,304.7,9.8,24.1,1024.3
921,2021-06-06,15.9,0.0,239.0,8.3,20.4,1024.6
922,2021-06-07,17.2,0.0,201.8,9.0,24.1,1023.9
923,2021-06-08,17.0,0.0,248.4,9.0,24.1,1023.4
924,2021-06-09,17.5,0.0,235.3,12.5,31.5,1021.8
925,2021-06-10,18.0,0.0,238.3,13.8,31.5,1020.6
